6/1/2023 0:00,19.831099,78288
6/1/2023 1:00,17.712096,74464
6/1/2023 2:00,16.022629,71985
6/1/2023 3:00,15.288791,70579
6/1/2023 4:00,16.1185,70769
6/1/2023 5:00,18.468421,73591
6/1/2023 6:00,22.21966,78603
6/1/2023 7:00,23.503824,83127
6/1/2023 8:00,26.829324,86494
6/1/2023 9:00,31.138122,89807
6/1/2023 10:00,33.387451,93568
6/1/2023 11:00,38.731765,97676
6/1/2023 12:00,45.951865,101476
6/1/2023 13:00,49.871776,105462
6/1/2023 14:00,56.401679,109072
6/1/2023 15:00,62.244961,112128
6/1/2023 16:00,73.78463,114991
6/1/2023 17:00,82.357139,116221
6/1/2023 18:00,67.352798,115060
6/1/2023 19:00,54.731636,111747
6/1/2023 20:00,44.074088,108561
6/1/2023 21:00,38.558254,103880
6/1/2023 22:00,31.060384,96492
6/1/2023 23:00,28.219824,88905
6/2/2023 0:00,22.968456,81814
6/2/2023 1:00,20.096662,77332
6/2/2023 2:00,17.298754,74248
6/2/2023 3:00,15.307359,72422
6/2/2023 4:00,15.530198,72274
6/2/2023 5:00,18.192862,74658
6/2/2023 6:00,21.679112,79255
6/2/2023 7:00,22.586919,83641
6/2/2023 8:00,25.528716,88197
6/2/2023 9:00,27.363618,93087
6/2/2023 10:00,32.119406,98735
6/2/2023 11:00,35.99707,104520
6/2/2023 12:00,45.203279,110275
6/2/2023 13:00,50.277086,115822
6/2/2023 14:00,59.34832,120314
6/2/2023 15:00,70.154697,123950
6/2/2023 16:00,86.889887,126405
6/2/2023 17:00,87.024399,126479
6/2/2023 18:00,69.490933,123529
6/2/2023 19:00,51.795968,118673
6/2/2023 20:00,41.445637,114010
6/2/2023 21:00,34.013871,108633
6/2/2023 22:00,30.422154,101111
6/2/2023 23:00,25.259867,93254
6/3/2023 0:00,21.609352,84538
6/3/2023 1:00,18.802639,79536
6/3/2023 2:00,17.347035,75883
6/3/2023 3:00,15.260718,73403
6/3/2023 4:00,14.927697,71913
6/3/2023 5:00,14.72148,71969
6/3/2023 6:00,14.82522,72822
6/3/2023 7:00,15.708083,74976
6/3/2023 8:00,19.569858,79303
6/3/2023 9:00,23.926826,84216
6/3/2023 10:00,26.795266,88893
6/3/2023 11:00,31.349774,93213
6/3/2023 12:00,34.163694,96808
6/3/2023 13:00,36.848091,99636
6/3/2023 14:00,40.170917,101676
6/3/2023 15:00,43.05716,103086
6/3/2023 16:00,46.296689,104182
6/3/2023 17:00,47.031991,104171
6/3/2023 18:00,41.815508,102311
6/3/2023 19:00,36.31723,99101
6/3/2023 20:00,30.838154,96277
6/3/2023 21:00,28.75743,92758
6/3/2023 22:00,23.921327,87413
6/3/2023 23:00,19.64512,81614
6/4/2023 0:00,16.450712,74846
6/4/2023 1:00,14.806992,70995
6/4/2023 2:00,13.835648,68263
6/4/2023 3:00,12.036097,66415
6/4/2023 4:00,11.828752,65475
6/4/2023 5:00,11.409248,65413
6/4/2023 6:00,10.731163,65911
6/4/2023 7:00,12.278134,67382
6/4/2023 8:00,14.175717,70287
6/4/2023 9:00,15.770597,73633
6/4/2023 10:00,17.11596,76660
6/4/2023 11:00,18.986301,79618
6/4/2023 12:00,20.561082,82395
6/4/2023 13:00,22.227171,84915
6/4/2023 14:00,25.56612,87187
6/4/2023 15:00,28.605922,89726
6/4/2023 16:00,31.511121,92350
6/4/2023 17:00,34.156516,94247
6/4/2023 18:00,36.657124,93995
6/4/2023 19:00,33.73003,92490
6/4/2023 20:00,29.914992,90705
6/4/2023 21:00,28.308184,87764
6/4/2023 22:00,20.912652,82474
6/4/2023 23:00,17.20638,76792
6/5/2023 0:00,16.234236,71218
6/5/2023 1:00,14.705644,68099
6/5/2023 2:00,12.710243,66205
6/5/2023 3:00,13.109337,65351
6/5/2023 4:00,14.008153,65994
6/5/2023 5:00,17.210024,68957
6/5/2023 6:00,18.89307,73800
6/5/2023 7:00,20.300943,78155
6/5/2023 8:00,21.179795,80995
6/5/2023 9:00,22.598831,83314
6/5/2023 10:00,25.381967,85778
6/5/2023 11:00,27.249077,88295
6/5/2023 12:00,30.030224,90946
6/5/2023 13:00,31.686352,93773
6/5/2023 14:00,34.23375,96364
6/5/2023 15:00,38.493368,98795
6/5/2023 16:00,45.324657,101308
6/5/2023 17:00,49.175346,102867
6/5/2023 18:00,43.841071,102369
6/5/2023 19:00,38.638818,100111
6/5/2023 20:00,33.747508,97522
